FARINHA ROSCA             500G,19059090,0.0,ST,0
CHOCOLATE GRANULADO        60G,18063220,0.0,ST,0
UVA PASSAS                100G,08062000,18.0,TRIBUTADO,0
CRAVO DA INDIA             15G,09071000,18.0,TRIBUTADO,0
OREGANO                    07G,12119010,18.0,TRIBUTADO,0
CANELA MOIDA      15G,09061100,18.0,TRIBUTADO,0
CHIMICHURRI 20G,09109100,18.0,TRIBUTADO,0
COENTRO MOIDO              20G,09092200,18.0,TRIBUTADO,0
FUBA MIMOSO 1KG,11022000,12.0,TRIBUTADO,0
FAROFA TRADICIONAL 350G,19019090,18.0,TRIBUTADO,0
FAROFA BACON       350G,19019090,18.0,TRIBUTADO,0
FAROFA COSTELINHA C/LIMAO 350G,19059090,18.0,TRIBUTADO,0
CAFE CAIPIRA 500GR,09012100,18.0,TRIBUTADO,0
COMINHO                    20G,09093200,18.0,TRIBUTADO,0
CANJICA AMARELA           500G,11042300,18.0,TRIBUTADO,0
AMENDOIM BRANCO  500G,12024200,18.0,TRIBUTADO,0
FAROFA PICANHA 350G,19019090,18.0,TRIBUTADO,0
FARINHA MAND CRUA GROSSA        1KG,11062000,18.0,TRIBUTADO,0
FUBA MIMOSO 500G,11022000,12.0,TRIBUTADO,0
FAROFA PEQUI       350G,19059090,18.0,TRIBUTADO,0
FARINHA MAND BIJU         500G,11062000,18.0,TRIBUTADO,0
PAPRICA PICANTE DEFUMADA 20G,09042200,18.0,TRIBUTADO,0
POLVILHO DOCE             500G,11081400,18.0,TRIBUTADO,0
AMEIXA SECA SEM CAROCO 100G,08132010,18.0,TRIBUTADO,0
PAPRICA DOCE DEFUMADA 20G,09042200,18.0,TRIBUTADO,0
ERVA DOCE                  15G,12119090,0.0,ST,0
SACOLA DE CARVAO VEGETAL FAZENDA BARRA 3KG,44029000,18.0,TRIBUTADO,0
SACOLA DE CARVÃO VEGETAL FAZENDA BARRA 10 KG,44029000,18.0,TRIBUTADO,0
SACOLA DE CARVAO VEGETAL FAZENDA BARRA 5KG,44029000,18.0,TRIBUTADO,0
BALA ICEKISS DURA CEREJA 500G,17049020,18.0,TRIBUTADO,0
BALA ICEKISS DURA MENTA 500G,17049020,18.0,TRIBUTADO,0
BALA ICEKISS DURA MORANGO 500G,17049020,18.0,TRIBUTADO,0
BALA ICEKISS DURA EXTRA FORTE 500G,17049020,18.0,TRIBUTADO,0
FILTRO PAPEL MELITTA 103 6X1,48232099,0.0,ST,0
